customer_id,instore_yn,product_id,quantity,line_item_amount,unit_price,promo_item_yn
0,Y,72,1,3.25,3.25,N
529,N,50,1,2.5,2.5,N
0,Y,24,1,3,3,N
0,Y,24,1,3,3,N
0,Y,24,1,3,3,N
0,N,54,2,5,2.5,N
5378,Y,44,1,2.5,2.5,N
107,Y,59,1,4.5,4.5,N
107,Y,77,2,6,3,N
0,Y,50,1,2.5,2.5,N
0,N,31,1,2.2,2.2,N
0,N,41,2,8.5,4.25,N
0,N,63,4,3.2,0.8,N
0,N,73,1,3.75,3.75,N
0,N,32,2,6,3,N
0,N,69,1,3.25,3.25,N
548,Y,55,1,4,4,N
790,N,29,1,2.5,2.5,N
0,N,27,2,7,3.5,N
5542,N,49,1,3,3,N
0,Y,35,1,3.1,3.1,N
5025,Y,41,1,4.25,4.25,N
5025,Y,65,3,2.4,0.8,N
0,N,42,2,5,2.5,N
0,N,75,1,3.5,3.5,N
0,N,54,1,2.5,2.5,N
179,N,60,1,3.75,3.75,N
0,Y,34,2,4.9,2.45,N
0,Y,43,1,3,3,N
0,N,59,1,4.5,4.5,N
0,N,43,1,3,3,N
0,Y,36,2,7.5,3.75,N
497,N,52,2,5,2.5,N
8264,N,38,1,3.75,3.75,N
8264,N,84,1,0.8,0.8,N
5698,Y,23,2,5,2.5,N
400,Y,44,1,2.5,2.5,N
639,Y,46,1,2.5,2.5,N
0,N,31,1,2.2,2.2,N
0,Y,5,1,15,15,N
0,Y,30,1,3,3,N
411,Y,50,2,5,2.5,N
314,N,61,2,9.5,4.75,N
0,Y,43,1,3,3,N
0,N,34,1,2.45,2.45,N
0,N,37,2,6,3,N
0,N,64,2,1.6,0.8,N
0,Y,37,1,3,3,N
533,N,7,1,19.75,19.75,N
533,N,30,1,3,3,N
533,N,75,1,3.5,3.5,N
5858,N,20,1,7.6,7.6,N
5858,N,55,2,8,4,N
5858,N,75,1,3.5,3.5,N
0,N,29,2,5,2.5,N
0,N,43,1,3,3,N
0,N,79,2,7.5,3.75,N
0,N,36,1,3.75,3.75,N
5799,Y,52,2,5,2.5,N
5799,Y,74,1,3.5,3.5,N
0,N,37,1,3,3,N
5284,N,48,2,5,2.5,N
5724,N,36,1,3.75,3.75,N
5929,Y,31,2,4.4,2.2,N
0,Y,34,2,4.9,2.45,N
0,N,40,1,3.75,3.75,N
0,N,64,2,1.6,0.8,N
0,N,75,1,3.5,3.5,N
0,Y,60,1,3.75,3.75,N
0,N,59,2,9,4.5,N
0,N,73,2,7.5,3.75,N
523,N,61,2,9.5,4.75,N
762,Y,33,1,3.5,3.5,N
5928,N,60,2,7.5,3.75,N
0,Y,51,2,6,3,N
190,N,59,1,4.5,4.5,N
0,Y,33,1,3.5,3.5,N
0,Y,40,2,7.5,3.75,N
0,Y,63,1,0.8,0.8,N
0,N,47,1,3,3,N
0,Y,43,1,3,3,N
0,Y,71,1,3.75,3.75,N
724,Y,44,2,5,2.5,N
648,Y,49,2,6,3,N
6,Y,39,1,4.25,4.25,N
6,Y,41,1,4.25,4.25,N
5447,N,53,1,3,3,N
0,N,52,2,5,2.5,N
370,Y,19,1,6.4,6.4,N
370,Y,38,1,3.75,3.75,N
370,Y,38,1,3.75,3.75,N
370,Y,38,1,3.75,3.75,N
109,N,42,1,2.5,2.5,N
109,N,79,2,7.5,3.75,N
5467,N,41,2,8.5,4.25,N
5467,N,65,2,1.6,0.8,N
5467,N,74,1,3.5,3.5,N
0,N,42,2,5,2.5,N
0,N,6,1,21,21,N
0,N,24,1,3,3,N
0,Y,55,1,4,4,N
526,N,26,1,3,3,N
526,N,26,1,3,3,N
692,Y,30,1,3,3,N
595,Y,58,2,7,3.5,N
595,Y,74,2,7,3.5,N
138,N,39,1,4.25,4.25,N
108,N,25,2,4.4,2.2,N
0,Y,22,1,2,2,N
0,Y,69,2,6.5,3.25,N
5217,N,48,2,5,2.5,N
431,Y,48,2,5,2.5,N
0,N,28,2,4,2,N
0,N,77,1,3,3,N
0,N,40,1,3.75,3.75,N
0,N,64,4,3.2,0.8,N
5467,N,42,2,5,2.5,N
0,N,24,2,6,3,N
189,N,5,1,15,15,N
189,N,36,2,7.5,3.75,N
0,Y,56,2,5.1,2.55,N
126,N,60,1,3.75,3.75,N
126,N,72,2,6.5,3.25,N
213,N,10,1,10,10,N
213,N,32,1,3,3,N
0,N,35,1,3.1,3.1,N
0,N,30,1,3,3,N
485,N,34,1,2.45,2.45,N
485,N,35,1,3.1,3.1,N
567,N,50,1,2.5,2.5,N
0,N,2,1,18,18,N
0,N,41,2,8.5,4.25,N
0,N,29,2,5,2.5,N
549,N,45,1,3,3,N
549,N,47,1,3,3,N
549,N,83,1,14,14,N
545,Y,28,1,2,2,N
276,Y,48,1,2.5,2.5,N
276,Y,75,2,7,3.5,N
0,Y,59,2,9,4.5,N
0,N,12,1,8.95,8.95,N
0,N,29,2,5,2.5,N
0,Y,53,1,3,3,N
5636,N,57,2,6.2,3.1,N
8287,Y,61,2,9.5,4.75,N
5225,Y,23,2,5,2.5,N
5778,N,49,1,3,3,N
0,N,42,2,5,2.5,N
5622,Y,35,1,3.1,3.1,N
5592,N,57,1,3.1,3.1,N
5203,N,35,1,3.1,3.1,N
5203,N,79,1,3.75,3.75,N
5228,Y,32,1,3,3,N
0,N,61,2,9.5,4.75,N
5829,N,47,2,6,3,N
0,Y,42,2,5,2.5,N
5244,N,51,2,6,3,N
5572,N,50,2,5,2.5,N
5572,N,79,1,3.75,3.75,N
5790,Y,35,1,3.1,3.1,N
0,N,34,1,2.45,2.45,N
0,Y,31,2,4.4,2.2,N
0,Y,59,2,9,4.5,N
0,N,50,1,2.5,2.5,N
0,N,47,1,3,3,N
0,Y,34,1,2.45,2.45,N
0,Y,76,1,3.5,3.5,N
0,N,31,1,2.2,2.2,N
0,N,74,1,3.5,3.5,N
0,N,46,2,5,2.5,N
8489,N,61,2,9.5,4.75,N
0,Y,37,1,3,3,N
0,Y,64,1,0.8,0.8,N
0,Y,74,1,3.5,3.5,N
0,Y,35,1,3.1,3.1,N
0,Y,78,1,4.5,4.5,N
0,N,23,1,2.5,2.5,N
0,N,75,1,3.5,3.5,N
8232,N,61,2,9.5,4.75,N
0,N,47,1,3,3,N
8410,N,28,1,2,2,N
0,Y,26,1,3,3,N
0,N,46,2,5,2.5,N
0,N,44,1,2.5,2.5,N
0,N,40,1,3.75,3.75,N
0,N,63,1,0.8,0.8,N
8222,N,29,2,5,2.5,N
8222,N,76,1,3.5,3.5,N
8170,N,1,1,18,18,N
8170,N,39,1,4.25,4.25,N
8170,N,65,2,1.6,0.8,N
8461,N,56,1,2.55,2.55,N
8448,Y,26,1,3,3,N
8448,Y,74,1,3.5,3.5,N
8006,Y,53,1,3,3,N
0,Y,56,2,5.1,2.55,N
0,N,51,2,6,3,N
0,Y,53,2,6,3,N
558,Y,36,1,3.75,3.75,N
0,N,54,1,2.5,2.5,N
0,Y,47,1,3,3,N
0,Y,77,1,3,3,N
0,N,23,2,5,2.5,N
556,N,40,2,7.5,3.75,N
556,N,65,2,1.6,0.8,N
556,N,79,1,3.75,3.75,N
0,Y,40,1,3.75,3.75,N
0,Y,65,2,1.6,0.8,N
0,Y,75,1,3.5,3.5,N
561,N,28,1,2,2,N
0,N,35,1,3.1,3.1,N
8210,N,58,1,3.5,3.5,N
8210,N,71,1,3.75,3.75,N
8252,Y,41,1,4.25,4.25,N
8252,Y,65,2,1.6,0.8,N
0,Y,34,2,4.9,2.45,N
8466,Y,39,1,4.25,4.25,N
8466,Y,63,2,1.6,0.8,N
8482,Y,52,1,2.5,2.5,N
8482,Y,69,1,3.25,3.25,N
8376,N,44,2,5,2.5,N
0,Y,58,1,3.5,3.5,N
0,Y,52,1,2.5,2.5,N
0,Y,47,1,3,3,N
451,N,46,2,5,2.5,N
0,Y,46,2,5,2.5,N
163,N,59,1,4.5,4.5,N
0,Y,39,1,4.25,4.25,N
0,Y,39,1,4.25,4.25,N
0,Y,39,1,4.25,4.25,N
0,Y,63,2,1.6,0.8,N
0,Y,63,1,0.8,0.8,N
0,Y,65,2,1.6,0.8,N
0,Y,78,1,4.5,4.5,N
8173,Y,39,2,8.5,4.25,N
8173,Y,65,2,1.6,0.8,N
8173,Y,79,1,3.75,3.75,N
0,Y,20,1,7.6,7.6,N
0,Y,55,2,8,4,N
0,Y,40,2,7.5,3.75,N
0,Y,64,1,0.8,0.8,N
8192,N,57,1,3.1,3.1,N
420,N,61,1,4.75,4.75,N
0,N,35,1,3.1,3.1,N
0,Y,38,1,3.75,3.75,N
107,N,59,2,9,4.5,N
0,Y,53,1,3,3,N
446,Y,55,1,4,4,N
0,Y,23,2,5,2.5,N
699,N,24,1,3,3,N
0,Y,71,1,1,3.75,N
0,N,28,1,2,2,N
0,Y,61,2,9.5,4.75,N
0,N,34,1,2.45,2.45,N
67,Y,60,1,3.75,3.75,N
0,N,52,1,2.5,2.5,N
0,Y,55,1,4,4,N
0,N,87,2,6,3,N
8276,Y,30,2,6,3,N
0,N,41,2,8.5,4.25,N
0,N,63,1,0.8,0.8,N
0,N,41,1,4.25,4.25,N
0,N,65,1,0.8,0.8,N
0,Y,71,1,3.75,3.75,N
0,N,26,1,3,3,N
368,Y,31,1,2.2,2.2,N
0,Y,24,1,3,3,N
0,Y,23,1,2.5,2.5,N
8182,Y,44,1,2.5,2.5,N
8104,N,48,1,2.5,2.5,N
0,N,76,1,3.5,3.5,N
0,N,87,2,6,3,N
158,Y,38,1,3.75,3.75,N
8044,N,33,2,7,3.5,N
0,Y,45,2,6,3,N
0,N,47,2,6,3,N
462,N,50,1,2.5,2.5,N
24,N,47,2,6,3,N
641,Y,30,1,3,3,N
0,N,54,2,5,2.5,N
0,N,34,1,2.45,2.45,N
0,N,28,1,2,2,N
404,N,37,2,6,3,N
528,N,48,1,2.5,2.5,N
557,N,56,1,2.55,2.55,N
490,Y,29,1,2.5,2.5,N
410,N,28,1,2,2,N
0,N,58,1,3.5,3.5,N
0,N,41,1,4.25,4.25,N
0,N,63,2,1.6,0.8,N
0,N,54,2,5,2.5,N
0,Y,39,2,8.5,4.25,N
0,Y,42,2,5,2.5,N
0,Y,31,1,2.2,2.2,N
5296,Y,26,1,3,3,N
0,N,26,1,3,3,N
0,Y,51,1,3,3,N
0,N,24,2,6,3,N
5553,Y,59,1,4.5,4.5,N
5553,Y,81,1,28,28,N
32,Y,55,1,4,4,N
8219,N,46,1,2.5,2.5,N
5204,Y,52,2,5,2.5,N
5204,Y,75,1,4.38,4.38,N
0,N,55,2,8,4,N
5498,Y,59,1,4.5,4.5,N
0,N,56,1,2.55,2.55,N
0,Y,23,1,2.5,2.5,N
0,N,43,1,3,3,N
266,Y,35,1,3.1,3.1,N
5563,Y,39,2,8.5,4.25,N
191,N,24,1,3,3,N
191,N,72,1,3.25,3.25,N
0,N,13,1,8.95,8.95,N
0,N,31,2,4.4,2.2,N
33,Y,57,1,3.1,3.1,N
0,Y,35,1,3.1,3.1,N
8061,Y,35,2,6.2,3.1,N
8061,Y,75,1,3.5,3.5,N
0,Y,20,1,7.6,7.6,N
0,Y,35,1,3.1,3.1,N
0,Y,59,1,4.5,4.5,N
0,Y,60,1,3.75,3.75,N
5812,Y,71,1,3.75,3.75,N
0,Y,18,1,10.95,10.95,N
0,Y,37,2,6,3,N
0,Y,65,2,1.6,0.8,N
8255,N,23,1,2.5,2.5,N
0,Y,39,1,4.25,4.25,N
0,Y,64,1,0.8,0.8,N
8177,Y,47,1,3,3,N
0,N,26,2,6,3,N
320,Y,46,1,2.5,2.5,N
8226,N,46,1,2.5,2.5,N
8226,N,76,1,3.5,3.5,N
0,Y,60,2,7.5,3.75,N
0,N,26,2,6,3,N
0,Y,38,1,3.75,3.75,N
0,Y,65,2,1.6,0.8,N
8428,N,39,1,4.25,4.25,N
8428,N,65,2,1.6,0.8,N
312,Y,50,1,2.5,2.5,N
463,N,34,2,4.9,2.45,N
0,Y,49,2,6,3,N
178,N,22,1,2,2,N
218,N,1,1,18,18,N
218,N,37,1,3,3,N
0,N,87,2,6,3,N
220,N,58,1,3.5,3.5,N
39,N,1,1,18,18,N
39,N,32,1,3,3,N
0,N,56,1,2.55,2.55,N
0,N,71,1,4.69,4.69,N
5437,Y,22,2,4,2,N
0,N,35,1,3.1,3.1,N
0,N,47,2,6,3,N
0,N,38,2,7.5,3.75,N
0,N,71,1,3.75,3.75,N
0,Y,26,2,6,3,N
0,N,35,2,6.2,3.1,N
132,Y,30,1,3,3,N
5665,N,42,2,5,2.5,N
0,N,24,1,3,3,N
0,Y,36,1,3.75,3.75,N
0,N,52,1,2.5,2.5,N
0,Y,32,2,6,3,N
0,N,37,1,3,3,N
8146,N,29,1,2.5,2.5,N
571,Y,38,2,7.5,3.75,N
0,N,28,1,2,2,N
0,N,76,1,4.38,4.38,N
5928,Y,38,2,7.5,3.75,N
5419,N,38,1,3.75,3.75,N
0,Y,22,1,2,2,N
0,Y,53,1,3,3,N
0,Y,79,1,3.75,3.75,N
0,N,49,2,6,3,N
138,Y,53,2,6,3,N
0,N,54,2,5,2.5,N
0,N,78,1,5.63,5.63,N
0,N,13,1,8.95,8.95,N
0,N,41,2,8.5,4.25,N
0,N,52,1,2.5,2.5,N
5246,N,34,2,4.9,2.45,N
5246,N,70,1,4.06,4.06,N
5544,N,22,2,4,2,N
0,N,36,2,7.5,3.75,N
0,N,75,1,3.5,3.5,N
0,Y,87,1,3,3,N
0,N,26,1,3,3,N
8229,Y,56,2,5.1,2.55,N
0,N,29,2,5,2.5,N
361,Y,25,2,4.4,2.2,N
0,Y,28,2,4,2,N
0,N,43,2,6,3,N
5094,Y,56,1,2.55,2.55,N
0,N,26,1,3,3,N
5447,Y,47,1,3,3,N
0,N,41,1,4.25,4.25,N
0,N,24,1,3,3,N
760,Y,31,2,4.4,2.2,N
0,Y,46,1,2.5,2.5,N
8241,N,48,1,2.5,2.5,N
8241,N,77,1,3,3,N
0,N,50,1,2.5,2.5,N
0,Y,50,1,2.5,2.5,N
0,N,25,1,2.2,2.2,N
0,N,69,1,4.06,4.06,N
5879,Y,45,1,3,3,N
0,N,38,2,7.5,3.75,N
772,N,31,2,4.4,2.2,N
0,Y,47,1,3,3,N
335,Y,50,1,2.5,2.5,N
5395,Y,43,2,6,3,N
0,N,45,2,6,3,N
0,N,76,1,3.5,3.5,N
0,Y,61,1,4.75,4.75,N
749,N,71,1,1,3.75,N
0,N,26,2,6,3,N
0,N,6,1,21,21,N
0,N,50,1,2.5,2.5,N
5020,N,57,1,3.1,3.1,N
0,N,55,2,8,4,N
0,Y,34,1,2.45,2.45,N
0,Y,59,2,9,4.5,N
0,Y,44,1,2.5,2.5,N
5796,N,59,1,4.5,4.5,N
5796,N,83,1,14,14,N
201,Y,35,2,6.2,3.1,N
201,Y,74,1,3.5,3.5,N
0,Y,71,1,1,3.75,N
0,N,48,2,5,2.5,N
0,N,43,1,3,3,N
0,Y,40,1,3.75,3.75,N
0,Y,65,1,0.8,0.8,N
0,N,47,2,6,3,N
335,Y,29,1,2.5,2.5,N
0,N,42,1,2.5,2.5,N
76,N,54,1,2.5,2.5,N
5438,Y,23,1,2.5,2.5,N
282,N,23,1,2.5,2.5,N
0,Y,27,1,3.5,3.5,N
0,N,31,2,4.4,2.2,N
0,N,43,2,6,3,N
268,N,35,2,6.2,3.1,N
21,N,36,1,3.75,3.75,N
230,N,24,1,3,3,N
0,Y,24,2,6,3,N
0,Y,22,2,4,2,N
0,Y,75,1,4.38,4.38,N
659,Y,60,2,7.5,3.75,N
659,Y,76,2,7,3.5,N
0,Y,50,1,2.5,2.5,N
0,N,49,2,6,3,N
0,Y,26,1,3,3,N
0,N,22,2,4,2,N
8091,N,51,1,3,3,N
0,N,42,2,5,2.5,N
0,N,79,1,3.75,3.75,N
8159,N,51,2,6,3,N
5620,Y,29,2,5,2.5,N
275,N,28,1,2,2,N
5913,Y,25,2,4.4,2.2,N
0,Y,38,2,7.5,3.75,N
0,Y,75,1,3.5,3.5,N
0,Y,49,1,3,3,N
8149,N,29,2,5,2.5,N
0,Y,34,1,2.45,2.45,N
0,N,59,1,4.5,4.5,N
0,N,70,1,3.25,3.25,N
0,N,39,1,4.25,4.25,N
0,N,40,1,3.75,3.75,N
0,N,40,1,3.75,3.75,N
0,N,53,1,3,3,N
0,N,54,1,2.5,2.5,N
0,N,71,1,3.75,3.75,N
8191,Y,16,1,8.95,8.95,N
8191,Y,53,2,6,3,N
8168,Y,38,2,7.5,3.75,N
8168,Y,64,1,0.8,0.8,N
5347,N,61,2,9.5,4.75,N
5347,N,73,1,4.69,4.69,N
0,N,36,1,3.75,3.75,N
0,N,74,1,3.5,3.5,N
0,Y,30,2,6,3,N
0,N,71,1,3.75,3.75,N
0,Y,38,2,7.5,3.75,N
0,Y,48,1,2.5,2.5,N
0,N,44,1,2.5,2.5,N
0,Y,29,2,5,2.5,N
0,N,57,2,6.2,3.1,N
0,Y,12,1,8.95,8.95,N
0,Y,60,2,7.5,3.75,N
31,Y,53,2,6,3,N
8181,Y,39,2,8.5,4.25,N
8181,Y,64,1,0.8,0.8,N
5612,N,44,2,5,2.5,N
258,N,56,1,2.55,2.55,N
0,N,29,2,5,2.5,N
0,Y,29,1,2.5,2.5,N
5218,N,39,2,8.5,4.25,N
0,N,42,2,5,2.5,N
0,Y,56,1,2.55,2.55,N
0,N,30,1,3,3,N
8169,N,46,2,5,2.5,N
464,Y,46,1,2.5,2.5,N
0,Y,53,2,6,3,N
0,Y,69,1,3.25,3.25,N
0,Y,46,1,2.5,2.5,N
0,Y,2,1,18,18,N
0,Y,52,2,5,2.5,N
0,N,55,2,8,4,N
0,Y,56,2,5.1,2.55,N
0,Y,32,1,3,3,N
0,N,55,1,4,4,N
707,N,47,2,6,3,N
707,N,75,1,3.5,3.5,N
5402,Y,36,2,7.5,3.75,N
0,N,61,2,9.5,4.75,N
5941,N,44,1,2.5,2.5,N
0,Y,87,2,6,3,N
249,N,44,1,2.5,2.5,N
249,N,47,1,3,3,N
249,N,59,1,4.5,4.5,N
249,N,69,1,3.25,3.25,N
249,N,76,1,3.5,3.5,N
5204,Y,39,2,8.5,4.25,N
0,N,27,2,7,3.5,N
534,Y,33,1,3.5,3.5,N
534,Y,70,1,3.25,3.25,N
0,Y,38,1,3.75,3.75,N
0,Y,65,2,1.6,0.8,N
8079,Y,55,2,8,4,N
0,Y,58,2,7,3.5,N
5055,Y,71,1,3.75,3.75,N
5466,N,26,2,6,3,N
0,N,52,2,5,2.5,N
0,N,74,1,3.5,3.5,N
409,Y,41,1,4.25,4.25,N
120,N,49,1,3,3,N
648,N,4,1,20.45,20.45,N
648,N,33,2,7,3.5,N
648,N,34,1,2.45,2.45,N
0,N,49,1,3,3,N
0,N,25,1,2.2,2.2,N
465,N,51,1,3,3,N
0,N,40,2,7.5,3.75,N
0,N,56,2,5.1,2.55,N
5057,Y,53,2,6,3,N
0,N,21,1,13.33,13.33,N
0,N,44,2,5,2.5,N
8375,N,39,1,4.25,4.25,N
8375,N,65,1,0.8,0.8,N
0,Y,44,1,2.5,2.5,N
482,N,22,2,4,2,N
0,N,61,1,4.75,4.75,N
0,Y,57,1,3.1,3.1,N
0,Y,59,1,4.5,4.5,N
0,Y,77,1,3,3,N
0,N,30,2,6,3,N
0,N,56,2,5.1,2.55,N
786,Y,17,1,9.5,9.5,N
786,Y,42,2,5,2.5,N
725,Y,42,1,2.5,2.5,N
0,Y,50,1,2.5,2.5,N
0,Y,43,1,3,3,N
0,N,49,2,6,3,N
98,Y,26,1,3,3,N
98,Y,75,1,3.5,3.5,N
0,Y,35,2,6.2,3.1,N
0,Y,52,2,5,2.5,N
0,Y,78,1,4.5,4.5,N
0,N,45,1,3,3,N
10,N,38,1,3.75,3.75,N
10,N,77,1,3,3,N
0,N,59,1,4.5,4.5,N
0,N,23,1,2.5,2.5,N
5645,Y,12,1,8.95,8.95,N
5645,Y,53,1,3,3,N
673,N,59,2,9,4.5,N
0,Y,25,2,4.4,2.2,N
0,N,25,1,2.2,2.2,N
0,N,44,2,5,2.5,N
8357,N,39,1,4.25,4.25,N
8357,N,64,1,0.8,0.8,N
8357,N,74,1,3.5,3.5,N
734,Y,36,2,7.5,3.75,N
5120,Y,30,1,3,3,N
5120,Y,72,1,4.06,4.06,N
0,Y,26,1,3,3,N
5737,Y,34,2,4.9,2.45,N
0,Y,55,1,4,4,N
5745,N,22,1,2,2,N
0,N,26,1,3,3,N
0,N,22,2,4,2,N
8405,Y,55,1,4,4,N
0,N,18,1,10.95,10.95,N
0,N,24,2,6,3,N
0,N,69,1,4.06,4.06,N
651,Y,29,1,2.5,2.5,N
651,Y,74,1,3.5,3.5,N
0,N,51,1,3,3,N
0,Y,42,1,2.5,2.5,N
0,Y,71,1,3.75,3.75,N
0,Y,71,1,3.75,3.75,N
175,Y,49,1,3,3,N
627,Y,22,1,2,2,N
0,N,25,2,4.4,2.2,N
0,N,70,1,3.25,3.25,N
328,Y,36,1,3.75,3.75,N
0,N,33,1,3.5,3.5,N
0,N,83,4,56,14,N
5568,N,42,2,5,2.5,N
0,N,22,2,4,2,N
227,Y,51,1,3,3,N
0,N,56,1,2.55,2.55,N
0,N,71,1,3.75,3.75,N
0,N,54,2,5,2.5,N
8157,N,19,1,6.4,6.4,N
8157,N,61,2,9.5,4.75,N
0,Y,38,1,3.75,3.75,N
0,N,40,2,7.5,3.75,N
0,N,29,1,2.5,2.5,N
0,Y,29,1,2.5,2.5,N
8103,N,56,2,5.1,2.55,N
368,N,37,1,3,3,N
368,N,55,1,4,4,N
368,N,55,1,4,4,N
368,N,55,1,4,4,N
368,N,77,1,3,3,N
0,Y,26,1,3,3,N
571,N,45,1,3,3,N
544,N,25,2,4.4,2.2,N
0,N,61,1,4.75,4.75,N
350,Y,33,1,3.5,3.5,N
5939,Y,29,1,2.5,2.5,N
0,N,50,1,2.5,2.5,N
5315,Y,57,1,3.1,3.1,N
5606,N,23,1,2.5,2.5,N
5606,N,76,1,4.38,4.38,N
0,N,32,1,3,3,N
0,Y,22,1,2,2,N
0,Y,1,1,18,18,N
0,Y,41,2,8.5,4.25,N
0,N,41,2,8.5,4.25,N
0,N,71,1,4.69,4.69,N
8026,N,35,1,3.1,3.1,N
0,N,34,1,2.45,2.45,N
0,N,58,2,7,3.5,N
0,N,43,2,6,3,N
0,N,24,1,3,3,N
0,N,50,2,5,2.5,N
5187,N,39,2,8.5,4.25,N
8220,N,39,1,4.25,4.25,N
8220,N,64,1,0.8,0.8,N
0,Y,36,1,3.75,3.75,N
0,N,33,1,3.5,3.5,N
0,N,75,1,4.38,4.38,N
5903,Y,41,1,4.25,4.25,N
336,N,55,1,4,4,N
0,N,41,1,4.25,4.25,N
8390,N,25,1,2.2,2.2,N
0,Y,42,1,2.5,2.5,N
0,N,22,2,4,2,N
0,N,71,1,3.75,3.75,N
0,N,23,1,2.5,2.5,N
0,N,23,2,5,2.5,N
0,N,82,6,72,12,N
0,Y,32,2,6,3,N
384,N,40,1,3.75,3.75,N
384,N,40,1,3.75,3.75,N
384,N,61,1,4.75,4.75,N
384,N,72,1,3.25,3.25,N
384,N,72,1,3.25,3.25,N
0,Y,22,1,2,2,N
254,N,36,1,3.75,3.75,N
0,Y,47,2,6,3,N
8361,Y,24,2,6,3,N
0,Y,61,2,9.5,4.75,N
0,N,31,2,4.4,2.2,N
0,Y,21,1,13.33,13.33,N
0,Y,28,2,4,2,N
0,N,43,1,3,3,N
197,N,12,1,8.95,8.95,N
197,N,42,1,2.5,2.5,N
0,Y,57,1,3.1,3.1,N
788,Y,57,1,3.1,3.1,N
0,Y,24,1,3,3,N
270,Y,60,1,3.75,3.75,N
0,N,22,1,2,2,N
0,N,76,1,3.5,3.5,N
693,N,50,2,5,2.5,N
5207,Y,61,2,9.5,4.75,N
5207,Y,70,1,4.06,4.06,N
5511,Y,34,1,2.45,2.45,N
5511,Y,76,1,4.38,4.38,N
8324,Y,43,2,6,3,N
5319,Y,47,1,3,3,N
790,N,45,1,3,3,N
8226,N,31,1,2.2,2.2,N
8226,N,76,1,3.5,3.5,N
5571,N,38,1,3.75,3.75,N
5571,N,78,1,5.63,5.63,N
82,N,55,1,4,4,N
0,Y,51,2,6,3,N
0,Y,33,2,7,3.5,N
0,Y,44,1,2.5,2.5,N
0,Y,41,1,4.25,4.25,N
308,N,71,1,1,3.75,N
0,N,44,1,2.5,2.5,N
8434,N,47,1,3,3,N
8088,N,33,2,7,3.5,N
101,Y,51,1,3,3,N
5849,N,58,2,7,3.5,N
0,N,59,1,4.5,4.5,N
0,N,29,2,5,2.5,N
211,Y,60,2,7.5,3.75,N
0,Y,44,1,2.5,2.5,N
5528,Y,47,2,6,3,N
0,N,36,1,3.75,3.75,N
0,N,36,1,3.75,3.75,N
0,N,36,1,3.75,3.75,N
0,N,78,1,4.5,4.5,N
8303,N,61,1,4.75,4.75,N
0,Y,30,2,6,3,N
0,N,24,1,3,3,N
8199,N,46,1,2.5,2.5,N
8098,N,52,1,2.5,2.5,N
0,Y,39,1,4.25,4.25,N
5677,N,38,2,7.5,3.75,N
5677,N,70,1,4.06,4.06,N
0,Y,71,1,1,3.75,N
0,N,28,1,2,2,N
0,N,39,2,8.5,4.25,N
0,N,4,1,20.45,20.45,N
0,N,59,2,9,4.5,N
8031,Y,22,1,2,2,N
0,N,42,2,5,2.5,N
5835,Y,29,1,2.5,2.5,N
5331,Y,37,2,6,3,N
0,Y,36,1,3.75,3.75,N
472,Y,53,1,3,3,N
472,Y,53,1,3,3,N
472,Y,79,1,3.75,3.75,N
0,N,41,1,4.25,4.25,N
0,Y,55,2,8,4,N
5179,N,40,2,7.5,3.75,N
0,N,43,1,3,3,N
0,N,23,1,2.5,2.5,N
0,Y,60,2,7.5,3.75,N
0,Y,58,2,7,3.5,N
0,Y,77,1,3,3,N
0,N,42,1,2.5,2.5,N
8394,Y,53,2,6,3,N
0,N,41,1,4.25,4.25,N
0,N,65,1,0.8,0.8,N
0,N,22,1,2,2,N
0,Y,28,1,2,2,N
0,Y,73,1,3.75,3.75,N
8271,N,29,1,2.5,2.5,N
0,Y,28,1,2,2,N
8397,Y,22,2,4,2,N
8397,Y,72,1,3.25,3.25,N
0,Y,71,1,1,3.75,N
0,Y,71,1,3.75,3.75,N
0,Y,71,1,3.75,3.75,N
0,Y,37,1,3,3,N
0,N,26,1,3,3,N
0,Y,28,1,2,2,N
0,Y,52,2,5,2.5,N
0,Y,50,2,5,2.5,N
5259,N,39,2,8.5,4.25,N
0,N,59,2,9,4.5,N
0,N,43,2,6,3,N
15,Y,26,2,6,3,N
5358,Y,25,1,2.2,2.2,N
215,N,30,1,3,3,N
215,N,76,1,3.5,3.5,N
0,N,25,2,4.4,2.2,N
0,N,76,1,3.5,3.5,N
333,Y,29,1,2.5,2.5,N
0,N,60,1,3.75,3.75,N
0,Y,57,2,6.2,3.1,N
483,Y,44,2,5,2.5,N
14,N,24,2,6,3,N
0,N,32,2,6,3,N
0,Y,33,1,3.5,3.5,N
5228,N,38,1,3.75,3.75,N
0,N,41,2,8.5,4.25,N
0,N,64,2,1.6,0.8,N
538,Y,53,2,6,3,N
8322,Y,40,2,7.5,3.75,N
8322,Y,63,2,1.6,0.8,N
0,Y,45,1,3,3,N
0,Y,74,1,3.5,3.5,N
0,N,24,2,6,3,N
0,Y,45,1,3,3,N
711,Y,25,1,2.2,2.2,N
0,N,60,1,3.75,3.75,N
0,N,27,1,3.5,3.5,N
0,N,75,1,3.5,3.5,N
40,Y,60,1,3.75,3.75,N
0,Y,54,1,2.5,2.5,N
0,Y,44,1,3,2.5,N
0,Y,45,1,3,3,N
0,Y,71,1,4.69,4.69,N
5892,Y,37,1,3,3,N
0,N,35,2,6.2,3.1,N
0,Y,58,2,7,3.5,N
